News Channel,Compound,Negative,Neutral,Positive,Tweet Ago,Tweet Date,Tweet Text
Fox,0.6924,0.0,0.778,0.222,74,10/05/2018,One of the reasons I’m so excited to be a part of @helpscout is the commitment to building an inclusive culture wit… https://t.co/6H6GDJ1TON
Fox,0.0,0.0,1.0,0.0,75,10/05/2018,More Boston snaps. https://t.co/NCcWPSV8yX
Fox,0.4926,0.0,0.868,0.132,76,10/05/2018,"RT @helpscout: Said it once, we'll keep saying it: we are thrilled to add you to the team @fox! 🦊 https://t.co/bKc6GSq6tR"
Fox,-0.0516,0.441,0.147,0.412,77,10/05/2018,"@mattopsahl lol, offensive"
Fox,0.784,0.0,0.504,0.496,78,10/05/2018,"@tompedals yay, hello, hi! 👋🏻"
Fox,0.6249,0.0,0.37,0.63,79,10/05/2018,"@madalynrose thanks, Madalyn. 💖"
Fox,0.4738,0.0,0.493,0.507,80,10/05/2018,"@andymcmillan weee, thank you!!"
Fox,0.0,0.0,1.0,0.0,81,10/05/2018,@jennwrites 💖💖💖
Fox,0.8718,0.0,0.288,0.712,82,10/05/2018,@paulozoom thank you! it is awesome :)
Fox,0.3612,0.0,0.737,0.263,83,10/05/2018,@brianloveswords thank you 🙇🏻‍♀️
Fox,0.6588,0.0,0.357,0.643,84,10/05/2018,"@patrickhamann thanks, Patrick! 💖"
Fox,0.2942,0.17,0.532,0.297,85,10/05/2018,@lynnandtonic thank you and I will miss you!
Fox,-0.2075,0.155,0.773,0.072,86,10/05/2018,"@patrickbjohnson nah, only here for a week. travelling alone so don’t want to make it a very long trip (hashtag anx… https://t.co/sdzeg7AUmr"
Fox,0.6249,0.0,0.37,0.63,87,10/05/2018,"@lrnrd thanks, bb 💖"
Fox,0.6588,0.0,0.671,0.329,88,10/05/2018,"@jstn Oh yeah, Coava, Stumptown and Good Coffee are my long standing favs!"
Fox,0.0,0.0,1.0,0.0,89,10/05/2018,"I’m so spoiled by Melbourne standards I literally cannot drink this liquid that was just served to me as coffee

😂💀"
Fox,0.5574,0.0,0.813,0.187,90,10/05/2018,"I’m excited to share that today is my first day at @helpscout as a front-end engineer on the design team, which is… https://t.co/LrW8L2lBcq"
Fox,-0.7096,0.371,0.629,0.0,91,10/05/2018,"Here lies Karolina, defeated by jetlag after mere three hours of sleep."
Fox,0.5106,0.0,0.837,0.163,92,10/05/2018,@andrewvijay Everywhere to be honest. That particular one was in the US. That mostly doesn’t happen in Australia.
Fox,0.0,0.0,1.0,0.0,93,10/05/2018,@mctrebo Boston
Fox,-0.4576,0.15,0.85,0.0,94,10/05/2018,"@LukesBeard It’s the most annoying thing that all social media, including Instagram, butchers the quality of photos… https://t.co/7y8A7IuLcT"
Fox,-0.25,0.1,0.9,0.0,95,10/05/2018,"“Perks” of traveling alone as a woman: being called “honey” in all restaurants/stores, being grabbed by the arm by… https://t.co/ziCifcCI2x"
Fox,0.555,0.0,0.807,0.193,96,10/05/2018,@mattopsahl Oh! I did go to the Boston Common and Public Garden :) will check it out!
Fox,0.0772,0.0,0.933,0.067,97,10/05/2018,@amyngyn tbh I specifically look for “healthy” recipes because I don’t want all of the sugar / butter / cream in my… https://t.co/tEki0zBt8v
Fox,0.5499,0.305,0.364,0.33,98,10/05/2018,"Horribly jet lagged and battling anxiety, but Boston sure is pretty. ❤️ https://t.co/IYfWZjvqLe"
Fox,0.0,0.0,1.0,0.0,99,10/05/2018,@jilljubs Omg me too but I’m also afraid
Fox,0.6476,0.0,0.791,0.209,100,10/05/2018,"Excited to be going to @xoxo this year with @benschwarz! Portland holds a dear place in my heart. 

Can’t wait to c… https://t.co/7s7h3Ti8sp"
nytimes,0.7096,0.0,0.688,0.312,1,10/05/2018,"The best TV shows and movies new to Netflix, Amazon and more in October https://t.co/rdUUJXF5Zq"
nytimes,0.0,0.0,1.0,0.0,2,10/05/2018,"In Opinion

Op-Ed contributor Alexis Grenell writes, ""The gender gap in politics is really a color line.""… https://t.co/0M52qvBJ57"
nytimes,-0.6369,0.189,0.811,0.0,3,10/05/2018,"In Opinion

Op-Ed contributor Tanya Selvaratnam details the aftermath of speaking out about alleged abuse by her ex… https://t.co/sU63KoWNZ9"
nytimes,0.0,0.0,1.0,0.0,4,10/05/2018,"RT @nytopinion: Two years ago, Susan Collins said she would not be voting for Donald Trump. And yet, at some of the most crucial moments of…"
nytimes,-0.7506,0.252,0.748,0.0,5,10/05/2018,"Show your anger or lose the seat, a White House lawyer told Brett Kavanaugh. Here’s how a private talk turned the t… https://t.co/UwKYHtTJw2"
nytimes,-0.3818,0.217,0.663,0.12,6,10/05/2018,Deputies Made Jokes About a Veteran Thrashing in His Cell Before He Died https://t.co/DslYx0GPy1
nytimes,0.0,0.0,1.0,0.0,7,10/05/2018,"Con Man Claimed to ‘Cure’ Childless Women. Blackmail Followed, Then Bodies. https://t.co/KD4WAdLEhw"
nytimes,0.0,0.0,1.0,0.0,8,10/05/2018,A trip down California's Highway 1 — now reopened in its entirety — means discovery and a search though memory https://t.co/EujoKZV8GM
nytimes,-0.5994,0.178,0.822,0.0,9,10/05/2018,"In Opinion

Op-Ed columnist @NickKristof examined the case against Kevin Cooper, on death row for the 1983 murders… https://t.co/akxfYXYyuq"
nytimes,-0.6249,0.338,0.662,0.0,10,10/05/2018,Anatomy of a Scene: Children Learn a Hard Lesson in ‘The Hate U Give’ https://t.co/YfOrfIAlsz
nytimes,0.0,0.0,1.0,0.0,11,10/05/2018,Here's everything you need to know for the midterm elections https://t.co/r5AEw8jv5g
nytimes,0.0,0.0,1.0,0.0,12,10/05/2018,"In 1990, according to previously secret depositions, Donald Trump tried to have his father’s will rewritten in a wa… https://t.co/1FeIbXdng5"
nytimes,0.0,0.0,1.0,0.0,13,10/05/2018,Election Day is one month away. Here's list of each state's voter registration deadlines. https://t.co/E5pY4CQgJ8
nytimes,0.0,0.0,1.0,0.0,14,10/05/2018,RT @NYTSports: The N.F.L.’s reliance on wireless communication between coordinators and players is littered with the potential for disrupti…
nytimes,0.0,0.0,1.0,0.0,15,10/05/2018,"See how each senator voted in the confirmation of Brett Kavanaugh
https://t.co/K2Pa2q666R"
nytimes,0.0,0.0,1.0,0.0,16,10/05/2018,"Here's a behind-the-scenes look at how the White House, senators, and other officials reacted as Brett Kavanaugh's… https://t.co/vgGSftpl2J"
nytimes,0.4019,0.0,0.876,0.124,17,10/05/2018,"Have a question about healthy sex, what’s normal for your body or some other women’s health issue? Our editors are… https://t.co/TxmrPJIoqD"
nytimes,-0.2755,0.088,0.912,0.0,18,10/05/2018,"""I don't always agree what he tweets and I tell him that,"" says Melania Trump. When asked if she ever took his phon… https://t.co/sGqi3MJuPD"
nytimes,0.2023,0.0,0.917,0.083,19,10/05/2018,"Looking to stay on top of the news about Brett Kavanaugh? Here's a guide to what's next, and what's come before. https://t.co/AMr3TExttO"
nytimes,0.0,0.0,1.0,0.0,20,10/05/2018,"Tokyo's famous Tsukiji fish market, sprawled over 57 acres, has had its last day of business. But some vendors are… https://t.co/2tMBG7fBs7"
nytimes,0.3612,0.0,0.865,0.135,21,10/05/2018,Young families seeking affordable housing are heading to neighborhoods like Sunset Park and Brownsville in Brooklyn… https://t.co/lTmYYzj3qc
nytimes,-0.6597,0.196,0.804,0.0,22,10/05/2018,Jurors who convicted Chicago police Officer Jason Van Dyke of killing Laquan McDonald said they found the officer's… https://t.co/twlndcajVE
nytimes,0.6597,0.0,0.795,0.205,23,10/05/2018,"RT @NYTmag: Assuming Kavanaugh votes as his record suggests, the Supreme Court will move to the right on several important fronts, even as…"
nytimes,-0.8271,0.367,0.633,0.0,24,10/05/2018,The death and devastation wrought by an earthquake and tsunami on Indonesia’s Sulawesi Island struck a place famili… https://t.co/2wkdmrMiT3
nytimes,0.836,0.066,0.592,0.341,25,10/05/2018,RT @SherylNYT: It's official. Judge Brett M. Kavanaugh confirmed as an associate Justice of the United States Supreme Court. Protests erupt…
nytimes,-0.2023,0.225,0.625,0.15,26,10/05/2018,"Breaking News: The Senate confirmed Brett Kavanaugh to the Supreme Court after a bitter partisan battle, shifting t… https://t.co/IqAo6shMn5"
nytimes,-0.5848,0.22,0.78,0.0,27,10/05/2018,RT @SherylNYT: Raucous protests erupting inside Senate Gallery as Kavanaugh vote gets underway. Women screaming: “I do not consent!”
nytimes,0.25,0.131,0.656,0.213,28,10/05/2018,Videos show sheriff's deputies laughing and making jokes about a veteran as he suffered an apparent overdose in an… https://t.co/ebOPulzdh7
nytimes,0.34,0.0,0.876,0.124,29,10/05/2018,"In Opinion

Contributing opinion writer Jennifer Finney Boylan writes of Susan Collins, ""In giving him a victory on… https://t.co/yJmHYOfxlF"
nytimes,0.5106,0.0,0.807,0.193,30,10/05/2018,RT @nytpolitics: The last-minute announcements of support by Senator Susan Collins and Joe Manchin capped an emotional and deeply divisive…
nytimes,0.0,0.0,1.0,0.0,31,10/05/2018,Senators are expected to vote on the confirmation of Brett Kavanaugh within the hour. Follow our live vote count. https://t.co/Ay7BhkWX75
nytimes,-0.4445,0.207,0.793,0.0,32,10/05/2018,"In Amsterdam, it’s not just the number of tourists that pose a problem. It’s how they behave. https://t.co/XEOB46XK8K"
nytimes,0.0,0.0,1.0,0.0,33,10/05/2018,"Subscribe to Race/Related, our newsletter exploring race through reporting and discussion https://t.co/N9UVAB1Goh"
nytimes,0.1779,0.131,0.657,0.211,34,10/05/2018,Officers in police-shooting cases like Laquan McDonald's have usually been acquitted. Is this case's guilty verdict… https://t.co/RoLsKFHDHE
nytimes,0.0,0.0,1.0,0.0,35,10/05/2018,RT @nytimesmusic: How Lil Wayne became one of hip-hop's most durable stars. Hear the Popcast. https://t.co/tWGrMGKITW https://t.co/05QiNGDr…
nytimes,0.0,0.0,1.0,0.0,36,10/05/2018,"3 New York Times reporters spent over a year digging through more than 100,000 pages of documents and chasing down… https://t.co/lMPwZ4Tmsu"
nytimes,0.6222,0.0,0.815,0.185,37,10/05/2018,Logic has become one of hip-hop’s most commercially successful artists by charting a path similar to Lil Wayne’s wh… https://t.co/kzIEpDMFia
nytimes,-0.2263,0.106,0.894,0.0,38,10/05/2018,RT @SherylNYT: Protesters are massing at the Capitol before confirmation vote on Judge Brett M. Kavanaugh https://t.co/7Kn2UnlMpx
nytimes,0.0,0.0,1.0,0.0,39,10/05/2018,"RT @SherylNYT: SPOTTED in the Capitol: Debra S. Katz and Lisa Banks, attorneys for Christine Blasey Ford, entering the Senate visitor's gal…"
nytimes,-0.296,0.099,0.901,0.0,40,10/05/2018,"RT @TomJolly: If you missed the @nytimes investigative report on @realDonaldTrump’s tax history, it will be available on newsstands in the…"
nytimes,0.5574,0.0,0.854,0.146,41,10/05/2018,"Once Brett Kavanaugh is sworn in, the Supreme Court will be more conservative than at any other time in modern hist… https://t.co/fB9ztHvxM7"
nytimes,0.431,0.0,0.856,0.144,42,10/05/2018,"For many Brazilians, this weekend's presidential elections have come down to who is the least bad option. https://t.co/I9E1xQDDwz"
nytimes,0.1779,0.115,0.733,0.152,43,10/05/2018,"In Opinion

Daniel Willingham writes: ""There’s no good scientific evidence that learning styles actually exist."" https://t.co/Sccnco85KO"
nytimes,0.34,0.0,0.876,0.124,44,10/05/2018,"Senators spent hours Friday night into Saturday morning giving speeches about Brett Kavanaugh, ahead of the expecte… https://t.co/SOldOZlqSg"
nytimes,0.3612,0.0,0.865,0.135,45,10/05/2018,"RT @NYTHealth: What does DNA look like? In the lab, the stuff resembles soggy cotton candy. https://t.co/I0tctMUqJE"
nytimes,0.4588,0.0,0.88,0.12,46,10/05/2018,"RT @katierogers: Complete FLOTUS answer to my q on Kavanaugh: She called him “highly qualified” and said “I’m glad Dr. Ford was heard, I’m…"
nytimes,0.0,0.0,1.0,0.0,47,10/05/2018,"RT @katierogers: MORE from FLOTUS, who told me she sometimes takes the president’s phone away. On his sharp words on Twitter: “I don’t alwa…"
nytimes,-0.476,0.208,0.692,0.1,48,10/05/2018,RT @katierogers: “We need to help all of the victims no matter our opinions. I am against any kind of abuse or violence.” But FLOTUS would…
nytimes,0.0,0.0,1.0,0.0,49,10/05/2018,RT @katierogers: NEW: FLOTUS just spoke for five minutes in front of the Sphinx. Touched on #MeToo. She said she thinks Kavanaugh is “highl…
nytimes,0.0,0.0,1.0,0.0,50,10/05/2018,"In a blog post he now says was meant to be satirical, a Brooklyn professor wrote, “In the future, having committed… https://t.co/hryLUUaYQo"
nytimes,0.0,0.0,1.0,0.0,51,10/05/2018,"RT @NYTSports: ""I believe that you’re a hitter first and you’re a slugger second,"" J.D. Martinez said after his 3-run HR helped the Red Sox…"
nytimes,0.0258,0.098,0.8,0.102,52,10/05/2018,"The FDA is now approving the vaccine that protects against 9 strains of human papillomavirus, or HPV, for people up… https://t.co/dWRxb0AMfJ"
nytimes,0.4019,0.0,0.876,0.124,53,10/05/2018,"Have a question about healthy sex, what’s normal for your body or some other women’s health issue? Our editors are… https://t.co/R7vDJbokHs"
nytimes,0.2023,0.158,0.644,0.198,54,10/05/2018,"Review: ""A Star Is Born,"" starring Lady Gaga and Bradley Cooper, is a gorgeous heartbreaker https://t.co/w54WWSkDJ2"
nytimes,0.2023,0.0,0.909,0.091,55,10/05/2018,"To understand why Columbus and Columbus Day remain important to Italian-Americans, they say it is necessary to reme… https://t.co/2L5EugxDii"
nytimes,-0.34,0.103,0.897,0.0,56,10/05/2018,"Moments after the gavel sounded on the $1.4 million sale of the Banksy artwork, an alarm sounded and it slipped thr… https://t.co/DnbgLEH4BJ"
nytimes,-0.6597,0.27,0.652,0.078,57,10/05/2018,"During a critical point in the Vietnam War, a top U.S. military commander activated a plan to move tactical nuclear… https://t.co/b9tdUoxqit"
nytimes,-0.0762,0.064,0.936,0.0,58,10/05/2018,White House counsel Donald F. McGahn II reportedly told President Trump they could not legally order an unlimited F… https://t.co/dVRqI0VSLT
nytimes,-0.3412,0.124,0.876,0.0,59,10/05/2018,"""If 'Seinfeld' was a show about nothing, 'The Good Place' is a show about everything — including, and especially, g… https://t.co/hIY5YWCyrR"
nytimes,-0.6486,0.193,0.807,0.0,60,10/05/2018,"For months, a reputed mobster has been pursued by someone who wanted him dead. On Thursday, outside a McDonald’s in… https://t.co/PGVGLHBhr3"
nytimes,0.34,0.0,0.882,0.118,61,10/05/2018,"Potentially for sale: $22 million in real estate, some purchased with the ill-gotten gains of Paul Manafort. Here's… https://t.co/39IRoEE4IR"
nytimes,0.8625,0.0,0.652,0.348,62,10/05/2018,A rare thing happened with the Nobel Prizes for physics and chemistry: Women won them. Here's the week in good news. https://t.co/9DywwIlL9s
nytimes,0.0,0.0,1.0,0.0,63,10/05/2018,"What service animals can you bring on an Alaska Airlines flight? Dogs, cats and... miniature horses. https://t.co/KGzR0hsCnv"
nytimes,0.6597,0.0,0.787,0.213,64,10/05/2018,He once joked with friends he was still single because he was holding out for a supermodel. Then he actually fell i… https://t.co/KZLjd3lmgr
nytimes,0.0,0.0,1.0,0.0,65,10/05/2018,"The NYT movie review of ""A Star Is Born"" https://t.co/zVFi9rmjtT"
nytimes,0.0,0.0,1.0,0.0,66,10/05/2018,Why Count All the Squirrels in Central Park? Why the Heck Not https://t.co/O149ZSDsI8
nytimes,-0.2263,0.091,0.909,0.0,67,10/05/2018,"In Opinion

Emma González writes, ""This isn’t something we are ever going to forget about. This isn’t something we… https://t.co/HcyM9kgMvr"
nytimes,0.6369,0.0,0.792,0.208,68,10/05/2018,"Modern Love: ""You can’t will the right man into your life simply by planning for him"" https://t.co/jsuiMVhaWj"
nytimes,0.0,0.0,1.0,0.0,69,10/05/2018,How to vote early in the 2018 midterm elections https://t.co/u7qJ60Adz5
nytimes,0.0,0.0,1.0,0.0,70,10/05/2018,President Trump has sold himself as a self-made billionaire but our investigation found that he received more than… https://t.co/WMtwcPbvMq
nytimes,0.4005,0.0,0.77,0.23,71,10/05/2018,"The 19 fall cookbooks @NYTFood is most excited about 
https://t.co/zMPWt4Yrv6"
nytimes,0.0,0.0,1.0,0.0,72,10/05/2018,"The man that the Danish government says swindled it out of $2 billion resides in a 10,000 square foot home in Dubai… https://t.co/KkwyeI7LXC"
nytimes,0.8126,0.088,0.5,0.412,73,10/05/2018,A top Democrat promised to open an investigation into accusations against Brett Kavanaugh if the party wins control… https://t.co/nZOFh4wCBt
nytimes,0.0,0.0,1.0,0.0,74,10/05/2018,Here's everything you need to know for the midterm elections https://t.co/8k4PNToChW
nytimes,-0.6249,0.291,0.709,0.0,75,10/05/2018,Nonfiction: Ben Fountain Takes a Tour Through Our Current Existential Crisis https://t.co/e807w5PDj9
nytimes,-0.8225,0.409,0.591,0.0,76,10/05/2018,Cameroon on Brink of Civil War as English Speakers Recount ‘Unbearable’ Horrors https://t.co/ORTto6SBpY
nytimes,-0.7906,0.333,0.667,0.0,77,10/05/2018,"An Infant Is Dead, Her Twin Is Injured, and Their Mother Is in Police Custody https://t.co/EfK0UOtMEN"
nytimes,0.1779,0.0,0.898,0.102,78,10/05/2018,What's one of the fastest growing sources of greenhouse gas emissions? A new report says plastics. https://t.co/MbmOAkR6oS
nytimes,0.0,0.0,1.0,0.0,79,10/05/2018,"RT @nytimesarts: Bradley Cooper narrates a scene from ""A Star Is Born"" where Lady Gaga's star begins to rise https://t.co/4Ao7ufSNoJ"
nytimes,0.0,0.0,1.0,0.0,80,10/05/2018,Danske Bank Faces U.S. Inquiry Over Money Laundering https://t.co/leAVDuQD1H
nytimes,0.0,0.0,1.0,0.0,81,10/05/2018,Taking a trip down California's Highway 1 — now reopened in its entirety https://t.co/tBVh2Hruxn
nytimes,0.0258,0.0,0.901,0.099,82,10/05/2018,Nonfiction: How Do We Make the Long-Term Decisions That Matter? https://t.co/OfEg2CA1va
nytimes,0.2023,0.0,0.893,0.107,83,10/05/2018,"Researchers at Johns Hopkins University have recommended that psilocybin, the compound found in hallucinogenic mush… https://t.co/sUsVsQbGSM"
nytimes,0.34,0.0,0.806,0.194,84,10/05/2018,Our cybersecurity reporter @sheeraf explains how she safeguards her devices https://t.co/3WoDLIh7uk
nytimes,0.5106,0.0,0.732,0.268,85,10/05/2018,"Montserrat Caballé, Revered Spanish Prima Donna, Dies at 85 https://t.co/UcwX6ktqrS"
nytimes,0.6249,0.145,0.485,0.37,86,10/05/2018,"How special education is failing T.J., a friendly 12-year-old boy, and many children like him https://t.co/xXTBg6rLsc"
nytimes,0.0,0.0,1.0,0.0,87,10/05/2018,"Cindy Sherman has recently taken to Instagram, where she has been producing a series of images utterly unlike anyth… https://t.co/lLfQrr7rrY"
nytimes,-0.296,0.109,0.891,0.0,88,10/05/2018,RT @nytimesworld: The president of Interpol has been reported missing by his wife after he traveled to China https://t.co/7LuAb3xOAV
nytimes,0.4404,0.0,0.813,0.187,89,10/05/2018,"In Opinion

""A growing body of literature suggesting that the immune system is involved in psychiatric disorders fr… https://t.co/fz7xFXzUbs"
nytimes,0.0,0.0,1.0,0.0,90,10/05/2018,Her home in Vienna was confiscated by the Nazis in 1940. She later secretly moved back in and spied on the SS offic… https://t.co/yToDt22OEn
nytimes,-0.5009,0.146,0.854,0.0,91,10/05/2018,"In this Ukrainian town, almost everyone speaks Hungarian. It offers another example of why it so difficult for Ukra… https://t.co/nGoyGSsKEA"
nytimes,0.7351,0.0,0.721,0.279,92,10/05/2018,"This Greek-style broiled shrimp dish is ready in just 10 minutes, making it the perfect weeknight recipe https://t.co/GHT4G0EoyQ"
nytimes,0.7096,0.0,0.688,0.312,93,10/05/2018,"The best TV shows and movies new to Netflix, Amazon and more in October https://t.co/XJclRYR6Zy"
nytimes,-0.6369,0.243,0.66,0.097,94,10/05/2018,RT @nytopinion: A vote for Brett Kavanaugh delivered a message to women who’ve suffered sexual assault: If the powerful can find a way to n…
nytimes,0.891,0.0,0.616,0.384,95,10/05/2018,"The first time our correspondent met the Nobel Peace Prize winner Dr. Denis Mukwege, the doctor was performing arou… https://t.co/iCJ3HXIl9N"
nytimes,0.0,0.0,1.0,0.0,96,10/05/2018,"RT @marclacey: ""I flail, I gasp, and I make barbaric yawps—even though the pool I’m using is only four feet deep, even though I have a kick…"
nytimes,0.4404,0.0,0.861,0.139,97,10/05/2018,"When Donald Trump was 3 years old, his father effectively made him a landlord. Here’s how Fred Trump’s maneuver cre… https://t.co/BWzvJNdjD7"
nytimes,0.4019,0.0,0.876,0.124,98,10/05/2018,Ford is in talks with Volkswagen about a broad partnership that could help turn around its ailing operations in Eur… https://t.co/b03SFMpgSC
nytimes,0.0,0.0,1.0,0.0,99,10/05/2018,"Red Sox 5, Yankees 4 | Boston leads series, 1-0: Red Sox Hang On to Beat Yankees in Game 1 https://t.co/pRLiKEgjol"
nytimes,-0.9081,0.388,0.612,0.0,100,10/05/2018,After the Chicago police officer Jason Van Dyke was found guilty of second-degree murder in the death of Laquan McD… https://t.co/vVuZgucG6K
